State,Common_Name,Scientific_Name,Sub_Species_Name,Variation_Name,Global_Rank,Global_Rank_Range,Global_Rank_Qualifier,Global_Taxon,Global_Taxon_Range,Global_Taxon_Qualifier,State_Rank,State_Rank_Range,State_Rank_Qualifier,State_Listing,Federal_Listing
Maryland,Smooth Blue Aster,Symphyotrichum laeve,,concinnum,G5,,,T4,,,S1,,?,X,
Maryland,Coupled Sedge,Carex laxiculmis,,copulata,G5,,,T4,,,S1,,?,,
Maryland,Atlantic Goldenrod,Solidago arguta,,caroliniana,G5,,,T4,,,S1,,?,,
Maryland,Smith's Bulrush,Schoenoplectiella smithii,,,G5,,?,,,,S1,,?,X,
Maryland,Prickly Hornwort,Ceratophyllum echinatum,,,G4,,,,,,S2,,?,E,
Maryland,Big Carpetgrass,Axonopus furcatus,,,G5,,,,,,S2,,?,,
Maryland,Wooly Sedge,Carex pellita,,,G5,,,,,,S2,,?,,
Maryland,Bigseed Dodder,Cuscuta indecora,,,G5,,,,,,S2,,?,,
Maryland,Reflexed Flatsedge,Cyperus refractus,,,G5,,,,,,S2,,?,,
Maryland,Needle Witchgrass,Dichanthelium aciculare,,,G5,,,,,,S2,,?,,
Maryland,Beaked Spikerush,Eleocharis rostellata,,,G5,,,,,,S2,,?,,
Maryland,Shaggy Crabgrass,Digitaria villosa,,,G5,,,,,,S1,,?,X,
Maryland,Flatleaf Pondweed,Potamogeton robbinsii,,,G5,,,,,,S1,,?,X,
Maryland,Small Waterwort,Elatine minima,,,G5,,,,,,S1,,?,E,
Maryland,Small-fruited Agrimony,Agrimonia microcarpa,,,G5,,,,,,S1,,?,,
Maryland,Mountain Thimbleweed,Anemone lancifolia,,,G5,,,,,,S1,,?,,
Maryland,Gray Birch,Betula populifolia,,,G5,,,,,,S1,,?,,
Maryland,Chamomile Grape-fern,Botrychium matricariifolium,,,G5,,,,,,S1,,?,,
Maryland,Appalachian Sedge,Carex appalachica,,,G4,,,,,,S1,,?,,
Maryland,Crested Sedge,Carex cristatella,,,G5,,,,,,S1,,?,,
Maryland,Southern Slender Woodland Sedge,Carex digitalis,,macropoda,G5,,,,,NR,S1,,?,,
Maryland,Plantain-leaved Sedge,Carex plantaginea,,,G5,,,,,,S1,,?,,
Maryland,Sheathed Flatsedge,Cyperus haspan,,,G5,,,,,,S1,,?,,
Maryland,Nuttall's Tick-trefoil,Desmodium nuttallii,,,G5,,,,,,S1,,?,,
Maryland,Open-flower Witchgrass,Dichanthelium laxiflorum,,,G5,,,,,,S1,,?,,
Maryland,Cluster Fescue,Festuca paradoxa,,,G5,,,,,,S1,,?,,
Maryland,Big-head Rush,Juncus megacephalus,,,G4,G5,,,,,S1,,?,,
Maryland,Silver Plume Grass,Saccharum alopecuroides,,,G5,,,,,,S1,,?,,
Maryland,Little Ladies'-tresses,Spiranthes tuberosa,,,G5,,,,,,S1,,?,,
Indiana,Cream Wild-indigo,Baptisia bracteata,,leucophaea,G4,G5,,T4,T5,,S3,,,WL,
Indiana,Showy Meadow-beauty,Rhexia mariana,,interior,G5,,,T4,T5,,S3,,,WL,
Indiana,White Camas,Anticlea elegans,,glaucus,G5,,,T4,T5,,S3,,,T,
Indiana,Small Yellow Lady's-slipper,Cypripedium parviflorum,,makasin,G5,,,T4,T5,,S3,,,T,
New Hampshire,Dwarf Huckleberry,Gaylussacia bigeloviana,,,G5,,,T4,T5,,S2,,,T,
Maryland,Low Bindweed,Calystegia spithamaea,spithamaea,,G4,G5,,T4,T5,,S2,,,,
Maryland,Dwarf Prairie Willow,Salix occidentalis,,,G5,,,T4,T5,,S2,,,,
Maryland,Wand-like Three-awn Grass,Aristida virgata,,,G5,,,T4,T5,,S1,S2,,E,
Indiana,Coneflower,Rudbeckia fulgida,,umbrosa,G5,,,T4,T5,,S1,,,E,
New Hampshire,Wild Hound's-tongue,Andersonglossum virginianum,boreale,,G5,,,T4,T5,,S1,,,E,
New Hampshire,Greater Yellow Lady's-slipper,Cypripedium parviflorum,,makasin,G5,,,T4,T5,,S1,,,E,
Maryland,Slender-leaved Bluets,Houstonia tenuifolia,,,G5,,,T4,T5,,S1,,,,
Indiana,American Sea-rocket,Cakile edentula,,lacustris,G5,,,T3,T5,,S3,,,WL,
New Hampshire,Purple Screwstem,Bartonia iodandra,,,G5,,,T3,T5,,S1,,,E,
New Hampshire,Sweet-scented Camphorweed,Pluchea odorata,,succulenta,G5,,,T3,T5,,S1,,,E,
Indiana,Wild Chervil,Chaerophyllum shortii,,,G5,,,T3,T4,Q,S2,,,T,
Indiana,Deam's Phlox,Phlox pilosa,deamii,,G5,,,T3,T4,,S1,,,E,
Indiana,Buffalo Clover,Trifolium reflexum,,glabrum,G3,G4,,T2,T4,Q,S1,,,E,
Maryland,Rigid Sedge,Carex tetanica,,canbyi,G4,G5,,T1,T2,Q,S1,,,E,
New Hampshire,Hair-like Sedge,Carex capillaris,fuscidula,,G5,,?,TX,,,S1,,,E,
New Hampshire,Few-flowered Spikesedge,Eleocharis quinqueflora,fernaldii,,G5,,?,TX,,Q,S1,,,E,
New Hampshire,Northern Shore Quillwort,Isoetes septentrionalis,,,G5,,?,TX,,Q,S1,,,E,
New Hampshire,Red Threeawn,Aristida longespica,,geniculata,G5,,?,T5,,,S2,,,T,
New Hampshire,Showy Goldenrod,Solidago speciosa,,speciosa,G5,,?,T5,,,S1,,,E,
Indiana,Speckled Alder,Alnus incana,rugosa,,G5,,,T5,,,S3,,,WL,
Indiana,Slim-spike Three-awn Grass,Aristida longespica,,geniculata,G5,,,T5,,Q,S3,,,WL,
Indiana,White-edge Sedge,Carex debilis,,rudgei,G5,,,T5,,,S3,,,WL,
Indiana,Wild Sensitive Plant,Chamaecrista nictitans,,nictitans,G5,,,T5,,,S3,,,WL,
Indiana,Large Yellow Lady's-slipper,Cypripedium parviflorum,,pubescens,G5,,,T5,,,S3,,,WL,
Indiana,Baltic Rush,Juncus balticus,,littoralis,G5,,,T5,,,S3,,,WL,
Indiana,Cuckoo Flower,Cardamine pratensis,,palustris,G5,,,T5,,,S3,,,T,
Indiana,Goldthread,Coptis trifolia,,groenlandica,G5,,,T5,,,S3,,,T,
Indiana,Fleshy Hawthorn,Crataegus succulenta,,succulenta,G5,,,T5,,,S3,,,T,
Indiana,Ground Juniper,Juniperus communis,,depressa,G5,,,T5,,,S3,,,T,
Maryland,Large Yellow Lady’s-slipper,Cypripedium parviflorum,,pubescens,G5,,,T5,,,S3,,,,
Maryland,Pale Mannagrass,Torreyochloa pallida,,pallida,G5,,,T5,,Q,S3,,,,
Maryland,Few-flowered Witchgrass,Dichanthelium oligosanthes,,oligosanthes,G5,,,T5,,Q,S2,S3,,,
Indiana,Bog Rosemary,Andromeda glaucophylla,,,G5,,,T5,,,S2,,,T,
Indiana,Green Hawthorn,Crataegus viridis,,viridis,G5,,,T5,,,S2,,,T,
Indiana,Michaux's Stitchwort,Minuartia michauxii,,michauxii,G5,,,T5,,,S2,,,T,
New Hampshire,Northern Neglected Reed Grass,Calamagrostis stricta,inexpansa,,G5,,,T5,,,S2,,,T,
New Hampshire,Large Yellow Lady's-slipper,Cypripedium parviflorum,,pubescens,G5,,,T5,,,S2,,,T,
New Hampshire,Appalachian Barren-strawberry,Geum fragarioides,,,G5,,,T5,,,S2,,,T,
Maryland,Switch Cane,Arundinaria tecta,,,G5,,,T5,,,S2,,,,
Maryland,Scribner's Witchgrass,Dichanthelium oligosanthes,,scribnerianum,G5,,,T5,,,S2,,,,
Maryland,Small-headed Beakrush,Rhynchospora microcephala,,,G5,,,T5,,,S2,,,,
Maryland,Carolina Buttercup,Ranunculus carolinianus,,,G5,,,T5,,,S1,S3,,X,
Indiana,Maryland Meadow Beauty,Rhexia mariana,,mariana,G5,,,T5,,,S1,,,T,
Indiana,Atlantic Sedge,Carex atlantica,atlantica,,G5,,,T5,,,S1,,,E,
Indiana,Howe's Sedge,Carex atlantica,capillacea,,G5,,,T5,,Q,S1,,,E,
Indiana,Pipsissewa,Chimaphila umbellata,cisatlantica,,G5,,,T5,,,S1,,,E,
Indiana,Variegated Horsetail,Equisetum variegatum,,variegatum,G5,,,T5,,,S1,,,E,
Indiana,Woodland Strawberry,Fragaria vesca,,americana,G5,,,T5,,,S1,,,E,
Indiana,Hairy Woodrush,Luzula acuminata,,acuminata,G5,,,T5,,,S1,,,E,
Indiana,American Scheuchzeria,Scheuchzeria palustris,americana,,G5,,,T5,,,S1,,,E,
Indiana,Northern Wild-raisin,Viburnum cassinoides,,,G5,,,T5,,,S1,,,E,
Indiana,Highbush-cranberry,Viburnum opulus,,americanum,G5,,,T5,,,S1,,,E,
New Hampshire,Hairy Eared-rockcress,Arabis pycnocarpa,,pycnocarpa,G5,,,T5,,,S1,,,E,
New Hampshire,Field Wormwood,Artemisia campestris,caudata,,G5,,,T5,,,S1,,,E,
New Hampshire,Twining Screwstem,Bartonia paniculata,,,G5,,,T5,,,S1,,,E,
New Hampshire,Harsh Bluejoint,Calamagrostis canadensis,,langsdorfii,G5,,,T5,,,S1,,,E,
New Hampshire,Blue Sedge,Carex glaucodea,,,G5,,,T5,,,S1,,,E,
New Hampshire,Hairy Thoroughwort,Eupatorium pubescens,,,G5,,,T5,,,S1,,,E,
New Hampshire,Moor Rush,Juncus stygius,americanus,,G5,,,T5,,,S1,,,E,
New Hampshire,Northern Sweet-coltsfoot,Petasites frigidus,,palmatus,G5,,,T5,,,S1,,,E,
New Hampshire,American Reed,Phragmites americanus,,,G5,,,T5,,,S1,,,E,
New Hampshire,Alpine Kentucky Blue Grass,Poa pratensis,alpigena,,G5,,,T5,,,S1,,,E,
New Hampshire,Greenland Little Yellow-rattle,Rhinanthus minor,groenlandicus,,G5,,,T5,,,S1,,,E,
New Hampshire,Bristly Rose,Rosa acicularis,sayi,,G5,,,T5,,,S1,,,E,
New Hampshire,Seaside Brookweed,Samolus valerandi,parviflorus,,G5,,,T5,,,S1,,,E,
New Hampshire,American Water-awlwort,Subularia aquatica,americana,,G5,,,T5,,,S1,,,E,
Maryland,Western Hairy Rockcress,Arabis pycnocarpa,,pycnocarpa,G5,,,T5,,,S1,,,,
Indiana,Pale Green Orchid,Platanthera flava,,herbiola,G4,,?,T4,,Q,S3,,,WL,
Maryland,Threeleaf Rosinweed,Silphium asteriscus,,trifoliatum,G4,,?,T4,,Q,S3,,,,
New Hampshire,Northern Tubercled Bog-orchid,Platanthera flava,,herbiola,G4,,?,T4,,Q,S2,,,T,
Indiana,Southern Rein Orchid,Platanthera flava,,flava,G4,,?,T4,,Q,S1,,,E,
New Hampshire,Capitate Sedge,Carex arctogena,,,G5,,?,T4,,,S1,,,E,
New Hampshire,Male Wood Fern,Dryopteris filix-mas,brittonii,,G5,,?,T4,,,S1,,,E,
Indiana,Orange Coneflower,Rudbeckia fulgida,,fulgida,G5,,,T4,,Q,S3,,,WL,
Maryland,Shale Barren Goldenrod,Solidago harrisii,,,G5,,,T4,,,S3,,,,
Maryland,Corymbed Spiraea,Spiraea betulifolia,,corymbosa,G5,,,T4,,Q,S3,,,,
Indiana,Southern Skullcap,Scutellaria parvula,,australis,G4,,,T4,,Q,S2,,,WL,
Indiana,Great St. John's-wort,Hypericum pyramidatum,,,G4,,,T4,,,S2,,,T,
Maryland,Shale Barren Skullcap,Scutellaria leonardii,,,G4,,,T4,,,S2,,,T,
Maryland,Hairy Rockcress,Arabis pycnocarpa,,adpressipilis,G5,,,T4,,Q,S1,S2,,,
Maryland,Lanceleaf Grapefern,Botrychium lanceolatum,,angustisegmentum,G5,,,T4,,,S1,,,X,
Indiana,Porter's Reedgrass,Calamagrostis porteri,porteri,,G4,,,T4,,,S1,,,E,
Indiana,Yadkin Panic-grass,Dichanthelium yadkinense,,,G5,,,T4,,Q,S1,,,E,
Indiana,Hairy-fruited Hibiscus,Hibiscus moscheutos,lasiocarpos,,G5,,,T4,,,S1,,,E,
Indiana,Shaggy False-gromwell,Lithospermum parviflorum,,,G4,G5,,T4,,,S1,,,E,
Indiana,Small Skullcap,Scutellaria parvula,,parvula,G4,,,T4,,,S1,,,E,
Indiana,Nodding Trillium,Trillium cernuum,,macranthum,G5,,,T4,,,S1,,,E,
New Hampshire,Spongy-leaved Arrowhead,Sagittaria spatulata,,,G5,,,T4,,,S1,,,E,
Maryland,Braun's Robin's-plantain,Erigeron pulchellus,,brauniae,G5,,,T4,,,S1,,,,
Maryland,Fernald's Mannagrass,Torreyochloa pallida,,fernaldii,G5,,,T4,,Q,S1,,,,
Indiana,Cleft Phlox,Phlox bifida,stellaria,,G5,,?,T3,,,S1,,,E,
New Hampshire,Northern Blazing Star,Liatris novae-angliae,,novae-angliae,G5,,?,T3,,,S1,,,E,
New Hampshire,Wavy Blue Grass,Poa laxa,fernaldiana,,G5,,?,T3,,,S1,,,E,
Indiana,Rose Turtlehead,Chelone obliqua,,speciosa,G4,,,T3,,,S3,,,WL,
Indiana,Beach Sumac,Rhus aromatica,,arenaria,G5,,,T3,,Q,S3,,,T,
Indiana,Sticky Goldenrod,Solidago simplex,,gillmanii,G5,,,T3,,Q,S2,,,T,
Maryland,Racemose Goldenrod,Solidago racemosa,,,G5,,,T3,,Q,S1,,,T,
Indiana,Reed Bent Grass,Calamagrostis porteri,insperata,,G4,,,T3,,,S1,,,E,
Indiana,Hairy Valerian,Valeriana edulis,,ciliata,G5,,,T3,,,S1,,,E,
Maryland,Partridge Pea,Chamaecrista fasciculata,,macrosperma,G5,,,T3,,,S1,,,E,
New Hampshire,Alpine Milk-vetch,Astragalus alpinus,,brunetianus,G5,,,T3,,,S1,,,E,
New Hampshire,Rich's Herbaceous Sea-blite,Suaeda maritima,richii,,G5,,,T3,,,S1,,,E,
Maryland,Chapman's Redtop,Tridens chapmanii,,,G5,,,T3,,,S1,,,,
Maryland,Virginia Least Trillium,Trillium pusillum,,virginianum,G3,,,T2,,,S2,,,T,
Maryland,Yellow Nailwort,Paronychia virginica,,virginica,G4,,,T1,,Q,S1,,,E,
New Hampshire,Jesup's Milk-vetch,Astragalus robbinsii,,jesupii,G5,,,T1,,,S1,,,E,LE
Maryland,Octoraro Creek Chickweed,Cerastium velutinum,,villosissimum,G5,,,T1,,,S1,,,,
Indiana,Illinois Woodsorrel,Oxalis illinoensis,,,G4,,?,,,,S3,,,WL,
Indiana,Forbe's Saxifrage,Micranthes forbesii,,,G4,,?,,,,S1,,,E,
Indiana,Cumberland Sedge,Carex cumberlandensis,,,,,NR,,,,S3,,,WL,
Indiana,Land Of Gold Sedge,Carex aureolensis,,,,,NR,,,,S1,,,E,
Indiana,Illinois Hawthorn,Crataegus iracunda,,,,,NR,,,,S1,,,E,
Indiana,Panic-grass,Dichanthelium subvillosum,,,,,NR,,,Q,S1,,,E,
Maryland,Shining Nutrush,Scleria nitida,,,,,NR,,,,S1,,,E,
New Hampshire,Williams' Eyebright,Euphrasia williamsii,,,,,NR,,,,S1,,,E,
New Hampshire,Perennial Glasswort,Salicornia ambigua,,,,,NR,,,,S1,,,E,
Maryland,Purple Chokeberry,Aronia x prunifolia,,,,,NA,,,,S3,,,,
Maryland,Tickseed Sunflower,Bidens trichosperma,,,G5,,?,,,,S3,S4,,,
Indiana,Deam's Two-seeded Mercury,Acalypha deamii,,,G4,,?,,,,S3,,,WL,
Indiana,Velvety Tick-trefoil,Desmodium viridiflorum,,,G5,,?,,,,S3,,,WL,
Indiana,Carolina Spider-lily,Hymenocallis occidentalis,,,G4,,?,,,,S3,,,WL,
Indiana,Large Marsh St. John's-wort,Triadenum tubulosum,,,G4,,?,,,,S3,,,WL,
Indiana,White Crownbeard,Verbesina virginica,,,G5,,?,,,,S3,,,WL,
Indiana,Northern Catalpa,Catalpa speciosa,,,G4,,?,,,,S3,,,T,
Indiana,French's Shootingstar,Dodecatheon frenchii,,,G3,,?,,,,S3,,,T,
Indiana,Angle Pod,Matelea obliqua,,,G4,,?,,,,S3,,,T,
Indiana,Thread-like Naiad,Najas gracillima,,,G5,,?,,,,S3,,,T,
Indiana,Rough Rattlesnake-root,Prenanthes aspera,,,G4,,?,,,,S3,,,T,
Maryland,Downy Alumroot,Heuchera pubescens,,,G4,,?,,,,S3,,,,
Maryland,Michaux's Bluet,Houstonia serpyllifolia,,,G4,,?,,,,S3,,,,
Maryland,Silky Lespedeza,Lespedeza stuevei,,,G4,,?,,,,S3,,,,
Maryland,Southern Crabapple,Malus angustifolia,,,G5,,?,,,,S3,,,,
Maryland,Maidencane,Panicum hemitomon,,,G5,,?,,,,S3,,,,
Maryland,Large Marsh Pink,Sabatia dodecandra,,,G5,,?,,,,S3,,,,
Maryland,Pale Green Orchid,Platanthera flava,,,G4,,?,,,,S2,S3,,,
Indiana,Seaside Spurge,Euphorbia polygonifolia,,,G5,,?,,,,S2,,,T,
Indiana,Coppery St. John's-wort,Hypericum virgatum,,,G4,,?,,,,S2,,,T,
Indiana,Creeping Cucumber,Melothria pendula,,,G5,,?,,,,S2,,,T,
Indiana,Northeastern Smartweed,Persicaria opelousana,,,G5,,?,,,Q,S2,,,T,
Indiana,Smith's Bulrush,Schoenoplectiella smithii,,,G5,,?,,,,S2,,,T,
Maryland,Fringe-top Bottle Gentian,Gentiana andrewsii,,,G5,,?,,,,S2,,,T,
Maryland,Walter's Paspalum,Paspalum dissectum,,,G4,,?,,,,S2,,,T,
Maryland,Engelmann's Arrowhead,Sagittaria engelmanniana,,,G5,,?,,,,S2,,,T,
Indiana,Houghton's Nutsedge,Cyperus houghtonii,,,G4,,?,,,,S2,,,E,
Maryland,Threadleaf Gerardia,Agalinis setacea,,,G5,,?,,,,S2,,,E,
Maryland,Long's Bitter-cress,Cardamine longii,,,G3,,?,,,,S2,,,E,
Maryland,Purple Milkweed,Asclepias purpurascens,,,G5,,?,,,,S2,,,,
Maryland,Cymose Beakrush,Rhynchospora recognita,,,G5,,?,,,,S2,,,,
Maryland,Climbing Milkweed,Matelea obliqua,,,G4,,?,,,,S1,S2,,E,
Maryland,Flat-spiked Sedge,Carex planispicata,,,G4,,?,,,,S1,S2,,,
Maryland,Hazel Dodder,Cuscuta coryli,,,G5,,?,,,,S1,,,X,
Maryland,Rock Goldenrod,Solidago rupestris,,,G4,,?,,,,S1,,,X,
Maryland,Nantucket Shadbush,Amelanchier nantucketensis,,,G3,,?,,,,S1,,,T,
Indiana,Bluehearts,Buchnera americana,,,G5,,?,,,,S1,,,E,
Indiana,Wild Hyacinth,Camassia angusta,,,G5,,?,,,Q,S1,,,E,
Indiana,Divided Toothwort,Cardamine dissecta,,,G4,,?,,,,S1,,,E,
Indiana,Panic-grass,Dichanthelium bicknellii,,,G4,,?,,,Q,S1,,,E,
Indiana,Secund's Rush,Juncus secundus,,,G5,,?,,,,S1,,,E,
Indiana,Bottomland Broomrape,Orobanche riparia,,,G4,,?,,,,S1,,,E,
Indiana,Mississippi Buttercup,Ranunculus laxicaulis,,,G5,,?,,,,S1,,,E,
Indiana,Short-beaked Bald-rush,Rhynchospora nitens,,,G4,,?,,,,S1,,,E,
Indiana,Globe Beaked-rush,Rhynchospora recognita,,,G5,,?,,,,S1,,,E,
Indiana,Lake Cress,Rorippa aquatica,,,G4,,?,,,,S1,,,E,
Indiana,Torrey's Bulrush,Schoenoplectus torreyi,,,G5,,?,,,,S1,,,E,
Maryland,Lake-cress,Armoracia lacustris,,,G4,,?,,,,S1,,,E,
Maryland,Small-fruit Beggarsticks,Bidens mitis,,,G4,,?,,,,S1,,,E,
Maryland,Saltmarsh Spikerush,Eleocharis halophila,,,G4,,?,,,,S1,,,E,
Maryland,Long's Rush,Juncus longii,,,G3,,?,,,,S1,,,E,
Maryland,Pondspice,Litsea aestivalis,,,G3,,?,,,,S1,,,E,
Maryland,Canby's Mountain-lover,Paxistima canbyi,,,G2,,?,,,,S1,,,E,
Maryland,Globe Beakrush,Rhynchospora globularis,,,G5,,?,,,,S1,,,E,
Maryland,Harper Beakrush,Rhynchospora harperi,,,G4,,?,,,,S1,,,E,
Maryland,Drowned Hornrush,Rhynchospora inundata,,,G4,,?,,,,S1,,,E,
Maryland,Short-beaked Bald-rush,Rhynchospora nitens,,,G4,,?,,,,S1,,,E,
Maryland,Snowy Campion,Silene nivea,,,G4,,?,,,,S1,,,E,
Maryland,Sandyland Blue-eyed Grass,Sisyrinchium arenicola,,,G5,,?,,,,S1,,,E,
Maryland,Gritty Hedge-nettle,Stachys aspera,,,G4,,?,,,,S1,,,E,
Maryland,Death-camas,Stenanthium leimanthoides,,,G4,,?,,,,S1,,,E,
New Hampshire,Houghton's Umbrella Sedge,Cyperus houghtonii,,,G4,,?,,,,S1,,,E,
New Hampshire,Seaside Sandmat,Euphorbia polygonifolia,,,G5,,?,,,,S1,,,E,
New Hampshire,Hollow Joe-pye Weed,Eutrochium fistulosum,,,G5,,?,,,,S1,,,E,
New Hampshire,Lopsided Rush,Juncus secundus,,,G5,,?,,,,S1,,,E,
New Hampshire,Alpine-brook Saxifrage,Saxifraga rivularis,rivularis,,G5,,?,,,,S1,,,E,
Maryland,Sharpscale Sedge,Carex oxylepis,,,G5,,?,,,,S1,,,,
Maryland,Harned's Clintonia,Clintonia alleghaniensis,,,G1,,?,,,,S1,,,,
Maryland,Houghton's Umbrella-sedge,Cyperus houghtonii,,,G4,,?,,,,S1,,,,
Maryland,Mississippi Buttercup,Ranunculus laxicaulis,,,G5,,?,,,,S1,,,,
Maryland,Torrey's Bulrush,Schoenoplectus torreyi,,,G5,,?,,,,S1,,,,
Maryland,Coastal Goldenrod,Solidago tarda,,,G4,,?,,,,S1,,,,
Maryland,Seaside Alder,Alnus maritima,,,G3,,,,,,S3.1,,,,
Maryland,Maryland Bur-marigold,Bidens bidentoides,,,G3,G4,,,,,S3.1,,,,
Maryland,Short's Sedge,Carex shortiana,,,G5,,,,,,S3,S4,,E,
Maryland,Hairy Willowherb,Epilobium ciliatum,,,G5,,,,,,S3,S4,,E,
Maryland,Downy Woodmint,Blephilia ciliata,,,G5,,,,,,S3,S4,,,
Maryland,Nottoway Brome,Bromus nottowayanus,,,G3,G5,,,,,S3,S4,,,
Maryland,Dark Green Sedge,Carex venusta,,,G4,,,,,,S3,S4,,,
Maryland,Meadow Lovegrass,Eragrostis refracta,,,G5,,,,,,S3,S4,,,
Maryland,Sheep Laurel,Kalmia angustifolia,,,G5,,,,,,S3,S4,,,
Maryland,Basil Beebalm,Monarda clinopodia,,,G5,,,,,,S3,S4,,,
Maryland,Large-seed Forget-me-not,Myosotis macrosperma,,,G5,,,,,,S3,S4,,,
Maryland,Bent-awn Plume Grass,Saccharum contortum,,,G5,,,,,,S3,S4,,,
Maryland,Short's Aster,Symphyotrichum shortii,,,G5,,,,,,S3,S4,,,
Indiana,Black Bugbane,Actaea racemosa,,,G3,G4,,,,,S3,,,WL,
Indiana,Yellow Buckeye,Aesculus octandra,,,G5,,,,,,S3,,,WL,
Indiana,Clustered Foxglove,Agalinis fasciculata,,,G5,,,,,,S3,,,WL,
Indiana,Marram Grass,Ammophila breviligulata,,,G5,,,,,,S3,,,WL,
Indiana,Silver Bluestem,Andropogon ternarius,,,G5,,,,,,S3,,,WL,
Indiana,Single-head Pussytoes,Antennaria solitaria,,,G5,,,,,,S3,,,WL,
Indiana,White Milkweed,Asclepias variegata,,,G5,,,,,,S3,,,WL,
Indiana,Yellow Wild-indigo,Baptisia tinctoria,,,G5,,,,,,S3,,,WL,
Indiana,Twining Bartonia,Bartonia paniculata,,,G5,,,,,,S3,,,WL,
Indiana,White Boltonia,Boltonia asteroides,,,G5,,,,,,S3,,,WL,
Indiana,Two-leaf Toothwort,Cardamine diphylla,,,G5,,,,,,S3,,,WL,
Indiana,Broadwing Sedge,Carex alata,,,G5,,,,,,S3,,,WL,
Indiana,Bristly-stalk Sedge,Carex leptalea,,,G5,,,,,,S3,,,WL,
Indiana,Louisiana Sedge,Carex louisianica,,,G5,,,,,,S3,,,WL,
Indiana,Longstalk Sedge,Carex pedunculata,,,G5,,,,,,S3,,,WL,
Indiana,Reflexed Sedge,Carex retroflexa,,,G5,,,,,,S3,,,WL,
Indiana,Hairy-fruit Sedge,Carex trichocarpa,,,G4,,,,,,S3,,,WL,
Indiana,Three-seed Sedge,Carex trisperma,,,G5,,,,,,S3,,,WL,
Indiana,Pretty Sedge,Carex woodii,,,G4,,,,,,S3,,,WL,
Indiana,Prickly Hornwort,Ceratophyllum echinatum,,,G4,,,,,,S3,,,WL,
Indiana,Spotted Wintergreen,Chimaphila maculata,,,G5,,,,,,S3,,,WL,
Indiana,American Wild Basil,Clinopodium vulgare,,,G5,,,,,,S3,,,WL,
Indiana,Maryland Butterfly-pea,Clitoria mariana,,,G5,,,,,,S3,,,WL,
Indiana,Red-berried Moonseed,Cocculus carolinus,,,G5,,,,,,S3,,,WL,
Indiana,Sweet Fern,Comptonia peregrina,,,G5,,,,,,S3,,,WL,
Indiana,Short-point Flatsedge,Cyperus acuminatus,,,G5,,,,,,S3,,,WL,
Indiana,Eastern Hay-scented Fern,Dennstaedtia punctilobula,,,G5,,,,,,S3,,,WL,
Indiana,Smooth Tick-trefoil,Desmodium laevigatum,,,G5,,,,,,S3,,,WL,
Indiana,Northern Bush-honeysuckle,Diervilla lonicera,,,G5,,,,,,S3,,,WL,
Indiana,Buttonweed,Diodia virginiana,,,G5,,,,,,S3,,,WL,
Indiana,Roundleaf Sundew,Drosera rotundifolia,,,G5,,,,,,S3,,,WL,
Indiana,Fewflower Spikerush,Eleocharis quinqueflora,,,G5,,,,,,S3,,,WL,
Indiana,Round-leaved Boneset,Eupatorium rotundifolium,,,G5,,,,,,S3,,,WL,
Indiana,Queen-of-the-prairie,Filipendula rubra,,,G4,G5,,,,,S3,,,WL,
Indiana,Carolina Buckthorn,Frangula caroliniana,,,G5,,,,,,S3,,,WL,
Indiana,Eastern Milk-pea,Galactia regularis,,,G5,,,,,,S3,,,WL,
Indiana,Alumroot,Heuchera parviflora,,rugelii,G4,,,,,NR,S3,,,WL,
Indiana,Hairy Alumroot,Heuchera villosa,,,G5,,,,,,S3,,,WL,
Indiana,Rattlesnake Hawkweed,Hieracium venosum,,,G5,,,,,,S3,,,WL,
Indiana,Shining Clubmoss,Huperzia lucidula,,,G5,,,,,,S3,,,WL,
Indiana,Rock Clubmoss,Huperzia porophila,,,G4,,,,,,S3,,,WL,
Indiana,Golden Seal,Hydrastis canadensis,,,G3,G4,,,,,S3,,,WL,
Indiana,Kalm's St. John's-wort,Hypericum kalmianum,,,G4,,,,,,S3,,,WL,
Indiana,American Pinesap,Hypopitys monotropa,,,G5,,,,,,S3,,,WL,
Indiana,Deciduous Holly,Ilex decidua,,,G5,,,,,,S3,,,WL,
Indiana,Woolly Dutchman's-pipe,Isotrema tomentosum,,,G5,,,,,,S3,,,WL,
Indiana,Large Whorled Pogonia,Isotria verticillata,,,G5,,,,,,S3,,,WL,
Indiana,Scaly Gay-feather,Liatris squarrosa,,,G5,,,,,,S3,,,WL,
Indiana,Ridged Yellow Flax,Linum striatum,,,G5,,,,,,S3,,,WL,
Indiana,Loesel's Twayblade,Liparis loeselii,,,G5,,,,,,S3,,,WL,
Indiana,Primrose Willow,Ludwigia decurrens,,,G5,,,,,,S3,,,WL,
Indiana,Running Pine,Lycopodium clavatum,,,G5,,,,,,S3,,,WL,
Indiana,Virginia Tube-rose,Manfreda virginica,,,G5,,,,,,S3,,,WL,
Indiana,Narrow Melic Grass,Melica mutica,,,G5,,,,,,S3,,,WL,
Indiana,Buckbean,Menyanthes trifoliata,,,G5,,,,,,S3,,,WL,
Indiana,Virginia Saxifrage,Micranthes virginiensis,,,G5,,,,,,S3,,,WL,
Indiana,Large-seeded Forget-me-not,Myosotis macrosperma,,,G5,,,,,,S3,,,WL,
Indiana,American Lotus,Nelumbo lutea,,,G4,,,,,,S3,,,WL,
